time,gFx,gFy,gFz,TgF,wypadkowa
2.2900,0.1706,-0.9932,0.0217,1.8,0.64144081
2.2910,0.1686,-0.9922,0.0224,1.7,0.64192144
2.2920,0.1679,-0.992,0.0239,1.6,0.64032004
2.3250,0.1669,-0.9913,0.0249,1.6,0.63920025
2.3260,0.166,-0.9908,0.0244,1.5,0.64064016
2.3260,0.1664,-0.991,0.0249,1.5,0.63952009
2.3270,0.1664,-0.9915,0.0241,1.6,0.641601
2.3270,0.1664,-0.9922,0.0229,1.6,0.64464841
2.3270,0.1667,-0.9935,0.0215,1.8,0.64850809
2.3270,0.166,-0.994,0.02,1.8,0.652864
2.3340,0.1669,-0.9947,0.0188,1.9,0.654481
2.3350,0.1677,-0.9957,0.0178,1.1,0.65642404
2.3410,0.1677,-0.9964,0.0185,1.11,0.65642404
2.3460,0.1682,-0.9969,0.019,1.11,0.65561409
2.3510,0.1677,-0.9964,0.02,1.11,0.65399569
2.3550,0.1667,-0.9966,0.0222,1.11,0.65237929
2.3610,0.166,-0.9962,0.0246,1.1,0.64899136
2.3660,0.166,-0.9966,0.0268,1.11,0.64609444
2.3700,0.1652,-0.9962,0.0293,1.1,0.64272289
2.3750,0.163,-0.9966,0.032,1.1,0.64256256
2.3800,0.1616,-0.9966,0.0339,1.1,0.64176121
2.3850,0.1616,-0.9959,0.0356,1.1,0.63792169
2.3910,0.1606,-0.9957,0.0354,1.9,0.63952009
2.3970,0.1611,-0.9947,0.0347,1.8,0.63824121
2.4010,0.1625,-0.9937,0.032,1.7,0.63872064
2.4060,0.164,-0.9925,0.0293,1.6,0.63872064
2.4400,0.1662,-0.9915,0.0261,1.6,0.63872064
2.4410,0.1701,-0.9908,0.0222,1.6,0.63760225
2.4410,0.1726,-0.9898,0.0185,1.5,0.63792169
2.4410,0.1765,-0.9896,0.0161,1.5,0.635209
2.4410,0.1796,-0.9893,0.0136,1.6,0.63377521
2.4420,0.1821,-0.9891,0.0141,1.6,0.62869041
2.4430,0.187,-0.9905,0.0144,1.8,0.62267881
2.4450,0.1887,-0.9925,0.0161,1.1,0.62047129
2.4500,0.1919,-0.9947,0.019,1.13,0.61434244
2.4560,0.1936,-0.9966,0.0215,1.15,0.61074225
2.4620,0.195,-0.9969,0.0249,1.16,0.603729
2.4660,0.1948,-0.9949,0.0281,1.14,0.595984
2.4710,0.1941,-0.9932,0.031,1.12,0.58997761
2.4760,0.1906,-0.9898,0.0337,1.9,0.58599025
2.4800,0.1875,-0.9866,0.0356,1.5,0.58293225
2.4850,0.184,-0.9852,0.0364,1.3,0.58491904
2.4910,0.1794,-0.9835,0.0371,1,0.588289
2.4970,0.1748,-0.9835,0.0378,1,0.59428681
2.5000,0.1701,-0.9842,0.0378,0.999,0.60264169
2.5050,0.1652,-0.9859,0.0369,1,0.61434244
2.5350,0.1608,-0.9883,0.0359,1.2,0.62663056
2.5360,0.1576,-0.9905,0.0344,1.4,0.63760225
2.5360,0.1542,-0.9932,0.0349,1.6,0.64657681
2.5360,0.1518,-0.994,0.0354,1.6,0.65092624
2.5360,0.1493,-0.9957,0.0369,1.7,0.65529025
2.5370,0.1476,-0.9962,0.0391,1.8,0.65529025
2.5420,0.1454,-0.9974,0.0422,1.9,0.65577604
2.5460,0.1432,-0.9969,0.0447,1.8,0.654481
2.5520,0.1413,-0.9962,0.0469,1.7,0.652864
2.5560,0.1401,-0.9962,0.0491,1.7,0.651249
2.5610,0.1391,-0.9959,0.0503,1.7,0.65044225
2.5660,0.1384,-0.9957,0.0508,1.7,0.65044225
2.5700,0.1376,-0.9964,0.0513,1.7,0.65205625
2.5760,0.1384,-0.9966,0.0505,1.7,0.65237929
2.5800,0.1391,-0.9974,0.0496,1.8,0.65399569
2.5850,0.1413,-0.9988,0.0483,1.1,0.65480464
2.5900,0.1427,-0.9996,0.0469,1.11,0.6561
2.5960,0.1454,-0.9993,0.0454,1.11,0.65367225
2.6010,0.1489,-0.9993,0.0435,1.11,0.65108761
2.6060,0.153,-0.9996,0.0422,1.12,0.64705936
2.6120,0.1569,-0.9991,0.0405,1.12,0.64272289
2.6160,0.1596,-10.006,0.0395,1.14,100116051.7
2.6210,0.1625,-10.003,0.0388,1.14,100055981.8
2.6260,0.165,-10.023,0.0391,1.17,100456437.7
2.6310,0.1647,-10.018,0.0413,1.16,100356196.6
2.6360,0.166,-10.013,0.0427,1.16,100255989.6
2.6410,0.166,-10.003,0.0435,1.15,100055817.8
2.6490,0.166,-0.9988,0.0435,1.13,0.62299449
2.6510,0.165,-0.9991,0.0447,1.14,0.62315236
2.6560,0.164,-0.9974,0.0444,1.12,0.622521
2.6730,0.1625,-0.9976,0.0439,1.12,0.62599744
2.6740,0.1601,-0.9971,0.0417,1.11,0.63250209
2.6740,0.1567,-0.9974,0.0403,1.1,0.64064016
2.6750,0.1547,-0.9976,0.0378,1.1,0.64818601
2.6810,0.1525,-0.9966,0.0347,1.9,0.65512836
2.6860,0.1496,-0.9971,0.0327,1.9,0.66389904
2.6910,0.1479,-0.9979,0.0317,1.9,0.66961489
2.6960,0.1447,-0.9981,0.032,1.9,0.67469796
2.7010,0.1425,-0.9996,0.032,1.1,0.68079001
2.7060,0.1405,-0.9993,0.032,1.1,0.68359824
2.7110,0.1413,-0.9981,0.0315,1.9,0.68112009
2.7160,0.1435,-0.9962,0.03,1.7,0.67683529
2.7210,0.1486,-0.994,0.0283,1.5,0.66765241
2.7260,0.1537,-0.9918,0.0281,1.4,0.6561
2.7310,0.1594,-0.9905,0.0285,1.4,0.64416676
2.7360,0.1642,-0.9896,0.0295,1.4,0.63345681
2.7410,0.1682,-0.9883,0.0305,1.3,0.62346816
2.7460,0.1733,-0.9871,0.0298,1.3,0.614656
2.7510,0.1772,-0.9876,0.0305,1.4,0.60824401
2.7560,0.1809,-0.9879,0.0312,1.5,0.60186564
2.7610,0.1818,-0.9869,0.0327,1.4,0.59660176
2.7660,0.1838,-0.9883,0.0347,1.6,0.59259204
2.7710,0.1838,-0.9881,0.0376,1.6,0.58782889
2.7760,0.1831,-0.9888,0.0393,1.6,0.58736896
2.7810,0.1818,-0.9896,0.041,1.7,0.58798224
2.7870,0.1806,-0.9908,0.0417,1.8,0.59059225
2.7920,0.1791,-0.9905,0.042,1.7,0.59197636
2.8310,0.1767,-0.9908,0.0425,1.7,0.59536656
2.8320,0.1755,-0.9908,0.0427,1.7,0.59691076
2.8330,0.1738,-0.9903,0.0425,1.6,0.599076
2.8330,0.1728,-0.9898,0.041,1.6,0.602176
2.8340,0.1711,-0.9903,0.04,1.6,0.60715264
2.8340,0.1713,-0.9905,0.0381,1.6,0.61011721
2.8340,0.1699,-0.9905,0.0373,1.6,0.61355889
2.8350,0.1701,-0.9908,0.0361,1.6,0.61559716
2.8370,0.1691,-0.9918,0.0344,1.7,0.62141689
2.8410,0.1699,-0.9935,0.0339,1.8,0.62362609
2.8480,0.1694,-0.9935,0.0305,1.8,0.62980096
2.8520,0.1699,-0.9927,0.0271,1.8,0.63313849
2.8570,0.1701,-0.993,0.0244,1.8,0.63760225
2.8630,0.1713,-0.992,0.0207,1.7,0.64
2.8670,0.174,-0.9913,0.0183,1.7,0.638401
2.8720,0.176,-0.9913,0.0146,1.7,0.64112049
2.8770,0.1767,-0.9918,0.0129,1.7,0.64352484
2.8830,0.1782,-0.9905,0.0114,1.7,0.64144081
2.8890,0.1791,-0.9913,0.011,1.7,0.64192144
2.8930,0.1789,-0.9908,0.0105,1.7,0.64224196
2.8980,0.1787,-0.9925,0.0119,1.9,0.64304361
2.9020,0.1765,-0.9932,0.0151,1.9,0.64256256
2.9080,0.1748,-0.9937,0.019,1.9,0.63984001
2.9130,0.1723,-0.9947,0.0237,1.1,0.63792169
2.9170,0.1699,-0.9949,0.0271,1.1,0.63664441
2.9220,0.1677,-0.9942,0.0295,1.9,0.635209
2.9270,0.1662,-0.9932,0.0303,1.7,0.63473089
2.9320,0.1642,-0.9932,0.0315,1.7,0.63600625
2.9370,0.163,-0.994,0.0327,1.8,0.63728289
2.9420,0.1623,-0.9952,0.0332,1.9,0.63952009
2.9550,0.1623,-0.9966,0.0312,1.1,0.64496961
2.9570,0.1628,-0.9969,0.0281,1.1,0.649636
2.9580,0.166,-0.9974,0.0246,1.11,0.65092624
2.9620,0.1684,-0.9974,0.0195,1.12,0.65529025
3.0060,0.1713,-0.9964,0.0171,1.11,0.652864
3.0070,0.1748,-0.9942,0.0161,1.1,0.64529089
3.0070,0.1762,-0.9935,0.0163,1.9,0.641601
3.0080,0.1779,-0.9927,0.0171,1.9,0.63632529
3.0080,0.1799,-0.9925,0.018,1.9,0.63138916
3.0080,0.1799,-0.9922,0.0207,1.9,0.62663056
3.0080,0.1787,-0.9927,0.0232,1.9,0.62536464
3.0090,0.1767,-0.9922,0.0271,1.8,0.62157456
3.0090,0.1735,-0.9922,0.0322,1.8,0.61858225
3.0120,0.1691,-0.993,0.0347,1.8,0.62283664
3.0170,0.1642,-0.9913,0.0364,1.5,0.62520649
3.0210,0.1589,-0.991,0.0378,1.4,0.63091249
3.0260,0.1537,-0.9898,0.0398,1.2,0.63409369
3.0320,0.1493,-0.9903,0.0413,1.2,0.63952009
3.0370,0.1454,-0.9893,0.0422,1.1,0.64272289
3.0410,0.1425,-0.9883,0.043,0.999,0.64448784
3.0470,0.1401,-0.9886,0.0437,0.999,0.64770304
3.0520,0.1381,-0.9888,0.0447,0.999,0.649636
3.0560,0.1376,-0.9881,0.0464,0.999,0.64657681
3.0620,0.1369,-0.9891,0.0476,1,0.64738116
3.0660,0.1386,-0.9901,0.0488,1.1,0.64432729
3.0730,0.1398,-0.9913,0.05,1.2,0.64240225
3.0770,0.143,-0.9932,0.0496,1.5,0.64096036
3.0860,0.1467,-0.9954,0.0491,1.7,0.63936016
3.0870,0.1508,-0.9959,0.0481,1.8,0.635209
3.1120,0.1542,-0.9966,0.0469,1.1,0.63282025
3.1120,0.1576,-0.9966,0.0447,1.1,0.63091249
3.1130,0.1623,-0.9974,0.0439,1.11,0.62599744
3.1130,0.1662,-0.9979,0.042,1.12,0.62362609
3.1130,0.1691,-0.9986,0.041,1.14,0.62173225
3.1170,0.1721,-0.9974,0.0403,1.13,0.616225
3.1220,0.1755,-0.9962,0.0398,1.12,0.60980481
3.1270,0.177,-0.9964,0.0388,1.13,0.60933636
3.1320,0.1782,-0.9964,0.0378,1.13,0.60902416
3.1360,0.1777,-0.9957,0.0364,1.12,0.61089856
3.1410,0.1782,-0.9959,0.0349,1.12,0.61277584
3.1460,0.177,-0.9964,0.0329,1.13,0.61858225
3.1520,0.176,-0.9981,0.0305,1.14,0.62663056
3.1570,0.1748,-0.9979,0.0273,1.13,0.63329764
3.1620,0.173,-0.9971,0.0232,1.12,0.64144081
3.1670,0.1718,-0.9964,0.0205,1.11,0.64657681
3.1720,0.1699,-0.9966,0.0178,1.11,0.65431921
3.1770,0.1686,-0.9964,0.0151,1.11,0.66048129
3.1820,0.166,-0.9969,0.0136,1.11,0.66797929
3.1880,0.1657,-0.9964,0.0132,1.1,0.66830625
3.1920,0.1652,-0.9966,0.0124,1.1,0.670761
3.2000,0.1662,-0.9974,0.0119,1.11,0.67125249
3.2030,0.1667,-0.9981,0.0114,1.12,0.6724
3.2080,0.1677,-0.9981,0.0114,1.12,0.670761
3.2480,0.1686,-0.9976,0.0129,1.12,0.66601921
3.2480,0.1694,-0.9969,0.0141,1.11,0.66161956
3.2490,0.1716,-0.9952,0.0163,1.1,0.65173329
3.2490,0.173,-0.9942,0.02,1.9,0.64192144
3.2490,0.175,-0.9927,0.0232,1.8,0.63123025
3.2490,0.1762,-0.9915,0.0259,1.7,0.62315236
3.2500,0.1777,-0.9896,0.0295,1.6,0.61214976
3.2500,0.1791,-0.9888,0.0332,1.5,0.60295225
3.2520,0.1796,-0.9879,0.0354,1.5,0.59737441
3.2570,0.1809,-0.9879,0.0381,1.5,0.59120721
3.2620,0.1816,-0.9886,0.0391,1.6,0.58967041
3.2670,0.1818,-0.9886,0.0395,1.6,0.58874929
3.2720,0.1823,-0.9903,0.0395,1.8,0.59059225
3.2770,0.1823,-0.9908,0.04,1.8,0.59059225
3.2820,0.1818,-0.9925,0.0393,1.1,0.59505796
3.2870,0.1801,-0.9935,0.0388,1.1,0.60000516
3.2920,0.1784,-0.9942,0.0378,1.11,0.605284
3.3010,0.1748,-0.9942,0.0376,1.1,0.61121124
3.3030,0.1706,-0.9935,0.0381,1.9,0.61591104
3.3090,0.1669,-0.992,0.0381,1.7,0.619369
3.3120,0.163,-0.9918,0.0403,1.6,0.62173225
3.3590,0.1591,-0.9915,0.0432,1.5,0.62283664
3.3600,0.1562,-0.9908,0.0459,1.4,0.62204769
3.3600,0.1525,-0.9893,0.0483,1.2,0.62173225
3.3610,0.1501,-0.9874,0.0503,1,0.619369
3.3610,0.1469,-0.9864,0.0527,0.999,0.61905424
3.3610,0.1445,-0.9861,0.0547,0.998,0.61921161
3.3620,0.1425,-0.9874,0.0549,0.999,0.6241
3.3620,0.1423,-0.9879,0.0544,1,0.62599744
3.3620,0.1415,-0.9888,0.0532,1,0.63059481
3.3620,0.1427,-0.9908,0.052,1.2,0.63377521
3.3670,0.1447,-0.9925,0.0498,1.4,0.636804
3.3720,0.1469,-0.9935,0.0478,1.5,0.63808144
3.3780,0.1489,-0.994,0.0447,1.6,0.64064016
3.3830,0.1515,-0.9937,0.0432,1.6,0.638401
3.3880,0.1537,-0.9952,0.041,1.8,0.64080025
3.3930,0.1564,-0.9962,0.0398,1.9,0.64
3.3970,0.1596,-0.9962,0.0388,1.1,0.63648484
3.4030,0.1635,-0.9976,0.0378,1.12,0.63409369
3.4070,0.1655,-0.9984,0.0373,1.13,0.63297936
3.4220,0.1674,-0.9996,0.0364,1.14,0.63329764
3.4230,0.1689,-10.006,0.0356,1.15,100115943.6
3.4240,0.1704,-10.003,0.0354,1.15,100055891.8
3.4280,0.1713,-0.9993,0.0359,1.15,0.62742241
3.4720,0.1701,-0.9988,0.0359,1.14,0.62853184
3.4730,0.1682,-0.9981,0.0351,1.13,0.63170704
3.4740,0.1652,-0.9966,0.0349,1.11,0.63441225
3.4740,0.1628,-0.9954,0.0344,1.9,0.63712324
3.4740,0.1606,-0.9949,0.0337,1.8,0.64096036
3.4750,0.1584,-0.9944,0.0325,1.8,0.64561225
3.4750,0.1569,-0.9947,0.0315,1.7,0.65011969
3.4760,0.155,-0.9949,0.0298,1.7,0.65626201
3.4760,0.1535,-0.9954,0.0285,1.8,0.66161956
3.4780,0.1537,-0.9952,0.0273,1.7,0.66292164
3.4840,0.1542,-0.9944,0.0254,1.7,0.66389904
3.4890,0.1547,-0.9937,0.0254,1.6,0.66194496
3.4930,0.1542,-0.9937,0.0246,1.6,0.66406201
3.4970,0.1559,-0.9942,0.0256,1.7,0.66048129
3.5030,0.1569,-0.9944,0.0266,1.7,0.65755881
3.5080,0.1589,-0.9947,0.0273,1.8,0.65367225
3.5120,0.1616,-0.9947,0.0285,1.8,0.64738116
3.5190,0.1635,-0.9942,0.0303,1.8,0.64064016
3.5240,0.1652,-0.9935,0.0315,1.8,0.63489024
3.5300,0.1682,-0.9937,0.0332,1.8,0.62773929
3.5430,0.1704,-0.9935,0.0349,1.9,0.62125924
3.5450,0.1718,-0.9932,0.0356,1.9,0.61748164
3.5470,0.173,-0.9925,0.0371,1.8,0.61214976
3.5500,0.1733,-0.9908,0.0376,1.7,0.60824401
3.5530,0.1738,-0.9903,0.0391,1.6,0.60435076
3.5580,0.1735,-0.9886,0.0391,1.4,0.602176
3.6010,0.1721,-0.9881,0.0403,1.4,0.60171049
3.6030,0.1713,-0.9888,0.04,1.4,0.60450625
3.6040,0.1696,-0.9898,0.0398,1.5,0.60902416
3.6040,0.1674,-0.9913,0.0391,1.6,0.61591104
3.6050,0.165,-0.9935,0.0378,1.8,0.62520649
3.6050,0.1628,-0.9944,0.0369,1.8,0.63154809
3.6050,0.1581,-0.9959,0.0359,1.9,0.64304361
3.6060,0.1552,-0.9971,0.0356,1.1,0.65011969
3.6070,0.1523,-0.9976,0.0342,1.1,0.65788321
3.6090,0.1481,-0.9988,0.0329,1.1,0.66879684
3.6150,0.1467,-0.9991,0.032,1.1,0.67305616
3.6190,0.1459,-10.001,0.032,1.11,100016442.7
3.6240,0.1452,-10.015,0.032,1.13,100296675.7
3.6280,0.1445,-10.015,0.0327,1.12,100296675.7
3.6340,0.1437,-10.010,0.0334,1.12,100196554.5
3.6380,0.144,-10.008,0.0351,1.12,100156479.2
3.6430,0.1457,-10.006,0.0376,1.12,100116367.8
3.6580,0.1471,-10.001,0.0388,1.12,100016282.7
3.6600,0.1491,-0.9998,0.0398,1.12,0.65755881
3.6610,0.1511,-10.001,0.04,1.12,100016178.7
3.6630,0.1525,-0.9996,0.04,1.12,0.65141041
3.7030,0.1545,-0.9993,0.0393,1.12,0.64883025
3.7040,0.1559,-0.9996,0.0378,1.12,0.64947481
3.7040,0.1567,-10.001,0.0366,1.13,100016134.7
3.7040,0.1584,-10.008,0.0342,1.14,100156209
3.7050,0.1589,-10.003,0.0329,1.13,100056171.9
3.7050,0.1589,-10.006,0.0322,1.14,100116211.7
3.7050,0.1584,-10.003,0.0317,1.13,100056205.9
3.7060,0.1586,-10.008,0.032,1.14,100156249
3.7080,0.1576,-10.003,0.0329,1.13,100056197.9
3.7140,0.1559,-10.008,0.0342,1.13,100156259
3.7180,0.1547,-0.9993,0.0361,1.12,0.65367225
3.7230,0.1535,-0.9988,0.0388,1.11,0.65044225
3.7290,0.1518,-0.9988,0.0427,1.11,0.64689849
3.7340,0.1506,-0.9974,0.0437,1.1,0.64496961
3.7390,0.1506,-0.9954,0.0449,1.8,0.63984001
3.7440,0.1508,-0.9932,0.0452,1.6,0.63552784
3.7640,0.1518,-0.9908,0.0471,1.3,0.62710561
3.7650,0.1523,-0.9888,0.0483,1.2,0.62125924
3.7650,0.1545,-0.9874,0.0486,1.1,0.61512649
3.7660,0.1567,-0.9859,0.0493,0.999,0.60824401
3.7680,0.1596,-0.9849,0.0498,0.999,0.60140025
3.7740,0.1625,-0.9842,0.0505,0.999,0.59474944
3.7800,0.1655,-0.9844,0.05,0.999,0.59120721
3.8020,0.1689,-0.9852,0.0498,1.1,0.58752225
3.8030,0.1716,-0.9852,0.0498,1.1,0.58339044
3.8030,0.1733,-0.9857,0.05,1.2,0.58125376
3.8040,0.176,-0.9866,0.0503,1.3,0.57805609
3.8040,0.1782,-0.9866,0.05,1.4,0.57517056
3.8080,0.1791,-0.9871,0.0513,1.5,0.57259489
3.8130,0.1804,-0.9876,0.0515,1.5,0.57108249
3.8180,0.1811,-0.9876,0.052,1.5,0.56927025
3.8250,0.1816,-0.9876,0.0532,1.6,0.56670784
3.8290,0.1811,-0.9864,0.0535,1.4,0.56520324
3.8330,0.1799,-0.9871,0.0542,1.5,0.567009
3.8390,0.1782,-0.9864,0.0537,1.4,0.56927025
3.8430,0.1772,-0.9871,0.0544,1.4,0.57078025
3.8480,0.1755,-0.9874,0.0527,1.4,0.57638464
3.8530,0.174,-0.9883,0.0518,1.5,0.58140625
3.8590,0.1726,-0.9883,0.0496,1.5,0.58690921
3.8630,0.1704,-0.9891,0.0474,1.5,0.59490369
3.8690,0.1694,-0.9903,0.0452,1.6,0.60171049
3.8730,0.1679,-0.9915,0.0432,1.7,0.60902416
3.8780,0.1674,-0.9935,0.0405,1.8,0.61716736
3.8840,0.1655,-0.9952,0.0405,1.1,0.62283664
3.8890,0.1647,-0.9962,0.0398,1.1,0.62678889
3.8940,0.1638,-0.9959,0.0381,1.1,0.630436
3.9380,0.1623,-0.9964,0.0378,1.1,0.63409369
3.9390,0.1613,-0.9952,0.0386,1.9,0.63250209
3.9390,0.1603,-0.9957,0.0388,1.9,0.63457156
3.9400,0.1586,-0.9959,0.0391,1.9,0.63712324
3.9400,0.1572,-0.9959,0.0393,1.9,0.63904036
3.9400,0.1559,-0.9969,0.0383,1.1,0.64432729
3.9410,0.1557,-0.9974,0.0376,1.1,0.64657681
3.9410,0.1552,-0.9984,0.0354,1.11,0.65254084
3.9410,0.1557,-10.001,0.0332,1.13,100016222.7
3.9440,0.1555,-10.008,0.031,1.13,100156331.1
3.9490,0.1562,-10.013,0.0293,1.14,100256454.2
3.9540,0.1569,-10.018,0.0273,1.14,100356633.4
3.9590,0.1574,-10.020,0.0259,1.15,100396726.7
3.9630,0.1579,-10.008,0.0259,1.14,100156385.1
3.9690,0.1574,-0.9996,0.0276,1.12,0.66357316
3.9740,0.1574,-0.9998,0.0307,1.13,0.65885689
3.9790,0.1579,-0.9988,0.0322,1.12,0.65399569
3.9840,0.1567,-0.9979,0.0356,1.11,0.64899136
3.9900,0.1555,-0.9979,0.0381,1.11,0.64689849
3.9940,0.1545,-0.9981,0.0395,1.11,0.64657681
4.0000,0.1523,-0.9981,0.0415,1.11,0.64689849
4.0040,0.152,-0.9964,0.041,1.9,0.64545156
4.0100,0.1511,-0.9962,0.0415,1.8,0.64577296
4.0160,0.1491,-0.9947,0.0417,1.7,0.64625521
4.0200,0.1484,-0.994,0.0413,1.6,0.64689849
4.0240,0.1479,-0.9932,0.0415,1.5,0.64609444
4.0300,0.1486,-0.994,0.043,1.6,0.64384576
4.0340,0.1501,-0.9932,0.0449,1.6,0.63712324
4.0400,0.1518,-0.992,0.0464,1.5,0.63011844
4.0440,0.154,-0.9935,0.0496,1.7,0.62394201
4.0590,0.1545,-0.9932,0.0513,1.6,0.61999876
4.0610,0.1559,-0.9937,0.054,1.7,0.61434244
4.0620,0.1579,-0.9932,0.0564,1.7,0.60668521
4.0640,0.1596,-0.9925,0.0581,1.7,0.60031504
4.1170,0.1623,-0.992,0.0588,1.7,0.59428681
4.1180,0.163,-0.992,0.0601,1.7,0.59120721
4.1190,0.164,-0.993,0.0596,1.8,0.59197636
4.1190,0.1645,-0.993,0.0588,1.8,0.59243809
4.1200,0.164,-0.9932,0.0576,1.8,0.59536656
4.1200,0.1635,-0.994,0.0552,1.9,0.60109009
4.1200,0.1623,-0.9949,0.0518,1.9,0.60964864
4.1210,0.1613,-0.9971,0.0486,1.11,0.61968384
4.1210,0.1596,-0.9979,0.0456,1.12,0.62837329
4.1210,0.1576,-0.9981,0.0447,1.11,0.63329764
4.1220,0.1552,-0.9979,0.043,1.11,0.63952009
4.1230,0.153,-0.9984,0.042,1.11,0.64545156
4.1310,0.1506,-0.9981,0.0427,1.1,0.64770304
4.1340,0.1491,-0.9979,0.0422,1.1,0.65060356
4.1380,0.1481,-0.9971,0.042,1.9,0.651249
4.1430,0.1467,-0.9974,0.0417,1.9,0.654481
4.1500,0.1464,-0.9976,0.042,1.9,0.65480464
4.1530,0.1467,-0.9974,0.0413,1.9,0.65512836
4.1590,0.1471,-0.9971,0.0417,1.9,0.65334889
4.1640,0.1481,-0.9971,0.0415,1.9,0.65205625
4.1690,0.1486,-0.9957,0.0417,1.8,0.64866916
4.1740,0.1511,-0.9947,0.042,1.7,0.64256256
4.1790,0.1537,-0.993,0.0422,1.6,0.63536841
4.2060,0.1567,-0.9925,0.043,1.6,0.62853184
4.2070,0.1611,-0.9891,0.0437,1.3,0.61512649
4.2070,0.1642,-0.9866,0.0439,1.1,0.60606225
4.2080,0.1679,-0.9849,0.0447,1,0.59644729
4.2080,0.1711,-0.9835,0.0449,0.999,0.58905625
4.2090,0.1745,-0.9832,0.0447,1,0.583696
4.2150,0.1774,-0.9825,0.0447,0.999,0.57820816
4.2190,0.1801,-0.982,0.0442,0.999,0.57410929
4.2240,0.1813,-0.9822,0.0449,1,0.571536
4.2300,0.1833,-0.982,0.0454,1,0.56746089
4.2350,0.1845,-0.9822,0.0444,1,0.56746089
4.2400,0.185,-0.9837,0.0444,1.2,0.56896849
4.2440,0.186,-0.9844,0.0439,1.3,0.56927025
4.2520,0.186,-0.9866,0.0437,1.5,0.57289761
4.2550,0.1857,-0.9876,0.0442,1.6,0.57410929
4.2600,0.1853,-0.9898,0.0439,1.8,0.57851236
4.2750,0.1831,-0.9913,0.0437,1.9,0.58446025
4.2760,0.1816,-0.993,0.043,1.1,0.59043856
4.2770,0.1779,-0.9957,0.042,1.12,0.60186564
4.2790,0.174,-0.9969,0.0415,1.13,0.61058596
4.3310,0.1711,-0.9976,0.0403,1.13,0.61811044
4.3320,0.1672,-0.9993,0.0395,1.14,0.62821476
4.3320,0.1645,-10.001,0.0386,1.14,100015938.6
4.3330,0.1613,-10.001,0.0376,1.14,100016022.6
4.3330,0.1581,-10.006,0.0378,1.14,100116115.7
4.3330,0.1545,-10.023,0.0383,1.15,100456664.2
4.3340,0.152,-10.028,0.0391,1.15,100556951.3
4.3340,0.1498,-10.037,0.0398,1.16,100737563
4.3340,0.1484,-10.042,0.0383,1.16,100838014.4
4.3340,0.1476,-10.045,0.0371,1.16,100898314.4
4.3350,0.1454,-10.047,0.0354,1.16,100938576
4.3400,0.1457,-10.040,0.0344,1.15,100797983.6
4.3450,0.1452,-10.028,0.0325,1.14,100557220.1
4.3490,0.1457,-10.006,0.0307,1.12,100116505.9
4.3550,0.1452,-10.001,0.0298,1.11,100016500.7
4.3600,0.1445,-0.9974,0.0305,1.8,0.67634176
4.3650,0.1442,-0.9962,0.032,1.7,0.6724
4.3700,0.1442,-0.9949,0.0347,1.6,0.665856
4.3750,0.1447,-0.9932,0.0373,1.4,0.65804544
4.3790,0.1459,-0.993,0.0405,1.4,0.65060356
4.3840,0.1469,-0.9922,0.0427,1.4,0.64416676
4.3900,0.1469,-0.9925,0.0452,1.4,0.64064016
4.3950,0.1489,-0.9915,0.0474,1.4,0.63234304
4.4100,0.1489,-0.9927,0.051,1.5,0.62853184
4.4120,0.1493,-0.9947,0.0532,1.7,0.62758084
4.4130,0.1496,-0.9954,0.0552,1.8,0.62504836
4.4150,0.1498,-0.9971,0.0564,1.1,0.62552281
4.4720,0.1498,-0.9976,0.0584,1.1,0.62315236
4.4740,0.1515,-0.9979,0.0603,1.11,0.61795321
4.4740,0.1518,-0.9976,0.0618,1.11,0.614656
4.4750,0.1528,-0.9964,0.0637,1.1,0.60824401
4.4760,0.1542,-0.9952,0.0654,1.9,0.60155536
4.4780,0.155,-0.9935,0.0659,1.8,0.59691076
4.4790,0.1572,-0.9915,0.0659,1.6,0.59043856
4.4800,0.1596,-0.9901,0.0642,1.5,0.58721569
4.4800,0.162,-0.9901,0.062,1.5,0.58690921
4.4810,0.1655,-0.9898,0.0581,1.5,0.58706244
4.4830,0.1686,-0.9898,0.0537,1.6,0.58905625
4.4840,0.1721,-0.9918,0.0496,1.8,0.59305401
4.4840,0.1745,-0.9935,0.0461,1.1,0.59737441
4.4850,0.1774,-0.9942,0.0439,1.11,0.59737441
4.4900,0.1784,-0.9947,0.0405,1.11,0.60186564
4.4950,0.1784,-0.9949,0.0393,1.12,0.60403984
4.5010,0.1779,-0.9952,0.0383,1.12,0.606841
4.5050,0.175,-0.9954,0.0376,1.11,0.61277584
4.5100,0.1726,-0.9952,0.0383,1.11,0.61512649
4.5150,0.1686,-0.9959,0.0391,1.11,0.62125924
4.5320,0.1633,-0.9954,0.04,1.1,0.62742241
4.5350,0.1584,-0.9962,0.0422,1.1,0.63297936
4.5360,0.152,-0.9974,0.0435,1.1,0.64304361
4.5370,0.1464,-0.9991,0.0439,1.11,0.65415744
4.5400,0.1408,-0.9996,0.0454,1.1,0.66161956
4.5440,0.1369,-10.001,0.0452,1.1,100016358.7
4.5770,0.1347,-10.006,0.0452,1.11,100116435.9
4.5780,0.1322,-10.013,0.0449,1.11,100256622.4
4.5780,0.1303,-10.013,0.0442,1.11,100256674.5
4.5780,0.1303,-10.015,0.0422,1.11,100296769.9
4.5780,0.132,-10.003,0.041,1.1,100056548
4.5790,0.1342,-0.9984,0.0398,1.8,0.67963536
