time,gFx,gFy,gFz,TgF,wypadkowa
5.5070,0.1735,-0.9966,0.0928,1.16,0.53333809
5.5130,0.166,-0.9993,0.0911,1.17,0.55086084
5.5170,0.1616,-10.006,0.0855,1.17,100115091.1
5.5230,0.1567,-10.001,0.0779,1.15,100015308.6
5.5280,0.1545,-10.006,0.0711,1.15,100115521.3
5.5320,0.1493,-10.006,0.0632,1.14,100115783.5
5.5480,0.1454,-10.006,0.0574,1.13,100115977.6
5.5490,0.1403,-10.023,0.0513,1.13,100456688.2
5.5490,0.1371,-10.037,0.0461,1.14,100737691.5
5.6090,0.1349,-10.054,0.0413,1.15,101079373
5.6100,0.1325,-10.067,0.0371,1.16,101341074.3
5.6100,0.1308,-10.081,0.0339,1.17,101623240.3
5.6110,0.1283,-10.094,0.029,1.18,101885660.5
5.6110,0.1266,-10.103,0.0249,1.19,102067547.8
5.6110,0.1247,-10.098,0.0205,1.18,101966671.6
5.6120,0.1215,-10.096,0.0158,1.17,101926443.7
5.6120,0.12,-10.081,0.011,1.15,101623919.8
5.6120,0.1188,-10.069,0.0066,1.14,101382235.7
5.6120,0.1193,-10.052,0.0017,1.12,101040271.4
5.6130,0.1198,-10.035,-0.0025,1.11,100698870.8
5.6130,0.1212,-10.025,-0.0057,1.1,100498309.2
5.6130,0.1244,-10.023,-0.0076,1.1,100458187.6
5.6180,0.1288,-10.040,-0.0091,1.12,100799196.4
5.6230,0.1327,-10.064,-0.0086,1.15,101281598.1
5.6270,0.1369,-10.081,-0.0074,1.17,101623950
5.6320,0.1415,-10.084,-0.0042,1.18,101684287
5.6370,0.1462,-10.072,-0.002,1.18,101442279.3
5.6430,0.1511,-10.032,-0.001,1.15,100638012.4
5.6470,0.1552,-0.9996,0,1.12,0.71301136
5.6520,0.1613,-0.9954,0,1.8,0.69572281
5.6570,0.1672,-0.9905,-0.001,1.5,0.67947049
5.6620,0.173,-0.9874,-0.0013,1.2,0.66536649
5.7060,0.1799,-0.9849,-0.0005,1.1,0.64883025
5.7060,0.1855,-0.9837,0.0002,1.1,0.636804
5.7070,0.1923,-0.9832,0.0029,1.2,0.620944
5.7070,0.1975,-0.9837,0.0073,1.3,0.60668521
5.7070,0.2014,-0.9857,0.0112,1.6,0.59768361
5.7070,0.2053,-0.9879,0.0161,1.9,0.58752225
5.7080,0.2087,-0.9893,0.0227,1.11,0.57441241
5.7080,0.2107,-0.9901,0.0305,1.13,0.56085121
5.7080,0.2107,-0.9888,0.0386,1.12,0.54686025
5.7120,0.2099,-0.9876,0.0461,1.11,0.53523856
5.7170,0.209,-0.9852,0.0525,1.8,0.52374169
5.7220,0.2072,-0.983,0.0571,1.6,0.51652969
5.7280,0.2048,-0.981,0.0606,1.4,0.51208336
5.7320,0.2019,-0.9798,0.0625,1.2,0.51179716
5.7390,0.1994,-0.9813,0.0645,1.3,0.51466276
5.7430,0.1965,-0.9827,0.0669,1.4,0.51739249
5.7480,0.1938,-0.9857,0.0701,1.7,0.52099524
5.7540,0.1899,-0.9874,0.0725,1.8,0.525625
5.7580,0.187,-0.9888,0.0745,1.9,0.52896529
5.7630,0.1818,-0.9901,0.0762,1.9,0.53597041
5.7680,0.1784,-0.991,0.0757,1.1,0.54302161
5.7730,0.1748,-0.992,0.0759,1.1,0.54952569
5.7780,0.1701,-0.9927,0.0759,1.1,0.55756089
5.7820,0.1682,-0.9922,0.0745,1.9,0.56175025
5.7970,0.1667,-0.992,0.0713,1.8,0.568516
5.7980,0.1667,-0.992,0.0681,1.8,0.57335184
5.7990,0.1664,-0.993,0.0632,1.9,0.58277956
5.8580,0.1669,-0.9927,0.0581,1.8,0.58936329
5.8580,0.166,-0.992,0.0554,1.7,0.59382436
5.8590,0.1652,-0.9925,0.0532,1.8,0.59923081
5.8590,0.1642,-0.992,0.0527,1.7,0.60078001
5.8590,0.1638,-0.9918,0.0522,1.7,0.60186564
5.8590,0.1616,-0.9915,0.0535,1.6,0.60279696
5.8600,0.1598,-0.9913,0.0537,1.6,0.60497284
5.8600,0.1569,-0.9898,0.0554,1.4,0.60450625
5.8600,0.1555,-0.9874,0.0547,1.1,0.60403984
5.8600,0.1523,-0.9859,0.0535,0.999,0.60855601
5.8610,0.1501,-0.9854,0.0525,0.998,0.61277584
5.8610,0.1474,-0.9844,0.0493,0.997,0.62047129
5.8640,0.1464,-0.9852,0.0459,0.997,0.62869041
5.8680,0.1474,-0.9864,0.0413,0.998,0.63632529
5.8730,0.1493,-0.9876,0.0371,1,0.64192144
5.8770,0.1498,-0.9908,0.0349,1.3,0.64979721
5.8830,0.1503,-0.9954,0.0329,1.7,0.65966884
5.8890,0.1508,-0.9988,0.0317,1.11,0.66634569
5.8930,0.1498,-10.032,0.0332,1.15,100637352.3
5.8980,0.1474,-10.074,0.0334,1.19,101481833.3
5.9130,0.1454,-10.084,0.0351,1.19,101683415.7
5.9140,0.1449,-10.084,0.0359,1.19,101683409.7
5.9140,0.1449,-10.047,0.0356,1.16,100938582.1
5.9180,0.1457,-10.023,0.0344,1.13,100456918.7
5.9690,0.1479,-0.9964,0.0337,1.8,0.66389904
5.9700,0.1511,-0.9918,0.0329,1.4,0.65254084
5.9710,0.1557,-0.9876,0.0351,1,0.63489024
5.9710,0.1611,-0.9857,0.0378,0.999,0.61905424
5.9720,0.1679,-0.9822,0.0405,0.997,0.59876644
5.9730,0.1738,-0.9815,0.0425,0.998,0.58553104
5.9740,0.1782,-0.981,0.0444,0.998,0.57517056
5.9740,0.1821,-0.983,0.0466,1.1,0.56896849
5.9750,0.1831,-0.9857,0.0483,1.4,0.56896849
5.9750,0.1828,-0.991,0.0483,1.9,0.57744801
5.9750,0.1801,-0.9957,0.0481,1.13,0.58905625
5.9790,0.1762,-10.006,0.0476,1.17,100115557.4
5.9830,0.1723,-10.040,0.0461,1.2,100797214.6
5.9900,0.1672,-10.057,0.043,1.2,101139021.1
5.9930,0.1618,-10.079,0.04,1.22,101582173.2
5.9980,0.1574,-10.086,0.0351,1.21,101723512.9
6.0050,0.1537,-10.076,0.03,1.2,101522074.1
6.0080,0.1535,-10.052,0.0244,1.17,101039127.5
6.0130,0.1547,-10.023,0.0202,1.14,100457023
6.0180,0.1579,-0.9993,0.0171,1.12,0.67947049
6.0230,0.1623,-0.9947,0.0163,1.8,0.66601921
6.0290,0.1674,-0.9927,0.0176,1.7,0.65237929
6.0330,0.1721,-0.9915,0.022,1.7,0.63584676
6.0380,0.176,-0.992,0.0271,1.8,0.62236321
6.0440,0.1796,-0.9915,0.0325,1.8,0.60746436
6.0490,0.1833,-0.992,0.0369,1.9,0.59567524
6.0720,0.1862,-0.9935,0.041,1.12,0.58721569
6.0730,0.1875,-0.9942,0.0439,1.13,0.58186384
6.0730,0.1887,-0.9942,0.0469,1.13,0.57547396
6.0740,0.1875,-0.9935,0.0481,1.12,0.57441241
6.0740,0.1845,-0.9935,0.0491,1.12,0.57744801
6.0780,0.1804,-0.9937,0.0503,1.11,0.582169
6.0830,0.1757,-0.9925,0.0498,1.9,0.588289
6.1210,0.1711,-0.9908,0.0483,1.7,0.59505796
6.1220,0.166,-0.9905,0.0481,1.5,0.60279696
6.1220,0.1611,-0.9901,0.0476,1.4,0.61058596
6.1220,0.1564,-0.9893,0.0481,1.3,0.61591104
6.1220,0.1525,-0.9891,0.0488,1.2,0.62062884
6.1230,0.1481,-0.9915,0.05,1.4,0.62948356
6.1230,0.1445,-0.994,0.0522,1.6,0.63568729
6.1240,0.1405,-0.9959,0.0527,1.7,0.64432729
6.1290,0.1384,-0.9984,0.0537,1.9,0.65011969
6.1330,0.1349,-0.9998,0.0542,1.1,0.65723449
6.1380,0.133,-10.001,0.0532,1.1,100016276.7
6.1430,0.1325,-0.9993,0.051,1.9,0.66552964
6.1490,0.1332,-0.9974,0.0469,1.7,0.66797929
6.1530,0.134,-0.9949,0.0413,1.5,0.67174416
6.1580,0.1379,-0.9922,0.0371,1.2,0.66781584
6.1630,0.1435,-0.991,0.0322,1.2,0.66471409
6.1690,0.1503,-0.9898,0.0305,1.2,0.654481
6.1740,0.1584,-0.9896,0.0307,1.3,0.64080025
6.1790,0.1655,-0.9896,0.0334,1.4,0.62520649
6.1830,0.1738,-0.9898,0.0371,1.6,0.60668521
6.1900,0.1811,-0.9893,0.0417,1.7,0.58752225
6.1930,0.185,-0.9893,0.0461,1.8,0.57486724
6.1980,0.1889,-0.9893,0.0486,1.8,0.56520324
6.2450,0.1916,-0.9896,0.0496,1.9,0.56010256
6.2460,0.1921,-0.9896,0.0491,1.9,0.56010256
6.2460,0.1928,-0.9898,0.0476,1.1,0.56160036
6.2470,0.1914,-0.9908,0.0464,1.1,0.567009
6.2470,0.1887,-0.9908,0.0435,1.1,0.57547396
6.2470,0.1845,-0.9915,0.0415,1.9,0.58599025
6.2480,0.1794,-0.9913,0.0398,1.8,0.59613841
6.2480,0.1733,-0.991,0.0391,1.7,0.60621796
6.2480,0.1684,-0.9913,0.0386,1.6,0.61512649
6.2490,0.1638,-0.9927,0.0395,1.7,0.62315236
6.2540,0.1603,-0.992,0.041,1.6,0.62520649
6.2630,0.1572,-0.9922,0.0422,1.6,0.62853184
6.2640,0.1557,-0.992,0.0442,1.5,0.62742241
6.2690,0.1547,-0.9932,0.0461,1.6,0.62789776
6.2730,0.1545,-0.9954,0.0486,1.9,0.62773929
6.2790,0.1535,-0.9976,0.0491,1.11,0.632025
6.2840,0.1511,-10.006,0.0498,1.13,100116015.6
6.2900,0.1484,-10.052,0.0498,1.17,101038719.4
6.2940,0.1425,-10.096,0.0505,1.21,101925319
6.2990,0.1374,-10.142,0.051,1.25,102856342.5
6.3050,0.1318,-10.150,0.0493,1.25,103018823.7
6.3090,0.1296,-10.108,0.0447,1.2,102168140.4
6.3140,0.1293,-10.035,0.0373,1.12,100697881.4
6.3190,0.1318,-0.9944,0.0288,1.4,0.69522244
6.3250,0.1374,-0.9879,0.021,0.998,0.68807025
6.3290,0.1445,-0.9839,0.0144,0.995,0.680625
6.3340,0.154,-0.9822,0.0107,0.994,0.66830625
6.3480,0.164,-0.9815,0.0114,0.995,0.64979721
6.3490,0.1748,-0.9813,0.0154,0.997,0.62583921
6.3500,0.1843,-0.983,0.0217,1,0.603729
6.4110,0.1914,-0.9854,0.0305,1.4,0.58293225
6.4120,0.196,-0.9864,0.0391,1.6,0.56445169
6.4130,0.1982,-0.9876,0.0456,1.8,0.55323844
6.4130,0.1972,-0.9891,0.051,1.1,0.54893281
6.4140,0.1938,-0.9898,0.0554,1.1,0.54848836
6.4140,0.1889,-0.9908,0.0571,1.1,0.55472704
6.4150,0.1828,-0.9898,0.0566,1.8,0.56310016
6.4150,0.1762,-0.9905,0.0549,1.8,0.57668836
6.4160,0.1689,-0.9913,0.052,1.7,0.59351616
6.4160,0.1633,-0.993,0.0483,1.7,0.61058596
6.4160,0.1574,-0.9944,0.0449,1.8,0.62742241
6.4170,0.1525,-0.9954,0.043,1.8,0.63984001
6.4170,0.1498,-0.9957,0.0435,1.8,0.64384576
6.4200,0.1486,-0.9949,0.0442,1.7,0.64336441
6.4250,0.1481,-0.9952,0.0464,1.7,0.64112049
6.4290,0.1489,-0.9962,0.0493,1.8,0.636804
6.4340,0.1491,-0.9981,0.0527,1.11,0.63409369
6.4400,0.1506,-0.9996,0.0562,1.12,0.62853184
6.4440,0.1503,-10.010,0.0574,1.14,100195941.9
6.4490,0.1511,-10.018,0.0581,1.15,100356132.5
6.4540,0.1528,-10.023,0.0566,1.15,100456331.4
6.4620,0.1525,-10.025,0.0527,1.15,100496510.8
6.4650,0.1525,-10.035,0.0471,1.16,100697219.1
6.4690,0.1515,-10.047,0.0417,1.17,100938326.9
6.5020,0.1491,-10.069,0.0359,1.19,101381035.5
6.5030,0.1457,-10.086,0.0325,1.2,101723801.4
6.5050,0.1425,-10.089,0.0281,1.19,101784478.7
6.5070,0.1415,-10.072,0.0273,1.17,101441783.7
6.5070,0.1408,-10.035,0.0271,1.14,100697855.3
6.5080,0.142,-10.001,0.0273,1.1,100016614.7
6.5080,0.143,-0.9979,0.0298,1.9,0.68079001
6.5090,0.1449,-0.9942,0.0317,1.5,0.66846976
6.5140,0.1479,-0.9903,0.0327,1.2,0.65561409
6.5190,0.1518,-0.9869,0.0332,0.999,0.64304361
6.5230,0.1574,-0.9837,0.0325,0.997,0.63011844
6.5300,0.1647,-0.9822,0.031,0.996,0.61858225
6.5340,0.1723,-0.9813,0.0288,0.997,0.60871204
6.5390,0.1799,-0.9815,0.0268,0.998,0.60031504
6.5450,0.1867,-0.9827,0.0254,1.1,0.59382436
6.5490,0.1921,-0.9844,0.0261,1.3,0.58706244
6.5560,0.196,-0.9864,0.0273,1.6,0.58232161
6.5590,0.1994,-0.9866,0.0303,1.7,0.57289761
6.5640,0.2019,-0.9876,0.0347,1.9,0.564001
6.5690,0.2038,-0.9864,0.0395,1.8,0.55219761
6.5800,0.2038,-0.9849,0.0449,1.7,0.54199044
6.5810,0.2019,-0.9847,0.0513,1.6,0.53509225
6.5840,0.1982,-0.9837,0.0562,1.5,0.53187849
6.6350,0.195,-0.9827,0.0606,1.4,0.52867441
6.6350,0.1911,-0.9835,0.0628,1.4,0.53231616
6.6360,0.1875,-0.9844,0.063,1.4,0.53860921
6.6360,0.184,-0.9864,0.0615,1.5,0.54893281
6.6360,0.1791,-0.9881,0.0584,1.6,0.56340036
6.6360,0.1762,-0.9905,0.0535,1.8,0.57881664
6.6360,0.1716,-0.9925,0.0481,1.8,0.59721984
6.6370,0.1672,-0.9947,0.0422,1.1,0.61669609
6.6370,0.164,-0.9954,0.0373,1.1,0.63059481
6.6370,0.1611,-0.9966,0.0332,1.1,0.64368529
6.6410,0.1572,-0.9981,0.0298,1.11,0.65788321
6.6440,0.1547,-10.006,0.0281,1.13,100116377.8
6.6490,0.1513,-10.023,0.0261,1.14,100456972.9
6.6540,0.1493,-10.032,0.0251,1.15,100637524.9
6.6590,0.1481,-10.035,0.0241,1.15,100697769
6.6650,0.1476,-10.025,0.0229,1.14,100497206.5
6.6690,0.1471,-10.006,0.0217,1.12,100116658
6.6810,0.1462,-0.9984,0.021,1.9,0.69089344
6.6820,0.1469,-0.9962,0.021,1.7,0.68608089
6.6840,0.1471,-0.9957,0.021,1.7,0.68492176
6.7300,0.1469,-0.9957,0.0234,1.7,0.68128516
6.7300,0.1454,-0.9966,0.0259,1.8,0.68112009
6.7310,0.1445,-0.9974,0.0276,1.8,0.68112009
6.7310,0.1437,-0.9969,0.0295,1.8,0.67848169
6.7310,0.144,-0.9954,0.0315,1.6,0.67223601
6.7310,0.1432,-0.9922,0.0315,1.3,0.66830625
6.7310,0.1432,-0.9908,0.0298,1.2,0.66879684
6.7320,0.1449,-0.9908,0.0281,1.2,0.66879684
6.7320,0.1467,-0.992,0.0273,1.3,0.669124
6.7350,0.1498,-0.9925,0.0271,1.4,0.66520336
6.7410,0.1523,-0.9935,0.0288,1.5,0.65999376
6.7440,0.1559,-0.9952,0.0325,1.8,0.65092624
6.7490,0.1581,-0.9969,0.0366,1.1,0.64352484
6.7540,0.1611,-0.9988,0.0408,1.13,0.63504961
6.7590,0.1635,-0.9991,0.0444,1.13,0.62599744
6.7640,0.1642,-0.9993,0.0474,1.14,0.62047129
6.7690,0.1642,-0.9991,0.0481,1.14,0.61905424
6.7750,0.1633,-0.9988,0.0486,1.13,0.61921161
6.7800,0.1638,-0.9986,0.0476,1.13,0.61968384
6.7840,0.1645,-0.9984,0.0464,1.13,0.62015625
6.7900,0.1645,-0.9979,0.0439,1.12,0.62331025
6.7950,0.1633,-0.9974,0.0413,1.11,0.62853184
6.8000,0.1635,-0.9969,0.0395,1.11,0.63027721
6.8210,0.1628,-0.9984,0.0378,1.12,0.63648484
6.8430,0.1628,-0.9981,0.0376,1.12,0.63632529
6.8440,0.1633,-0.9976,0.0369,1.12,0.63584676
6.8450,0.164,-0.9974,0.0356,1.11,0.63648484
6.8450,0.165,-0.9969,0.0347,1.11,0.63552784
6.8460,0.1645,-0.9976,0.0334,1.12,0.63952009
6.8460,0.1633,-0.9976,0.0312,1.11,0.64496961
6.8470,0.1628,-0.9976,0.031,1.11,0.64609444
6.8470,0.162,-0.9964,0.0288,1.1,0.64899136
6.8860,0.1618,-0.9954,0.0263,1.9,0.65173329
6.8870,0.1618,-0.9937,0.0254,1.7,0.65044225
6.8870,0.1623,-0.992,0.0234,1.5,0.65011969
6.8880,0.163,-0.9898,0.0229,1.3,0.64625521
6.8880,0.1635,-0.9883,0.0222,1.2,0.64416676
6.8880,0.1642,-0.9879,0.0232,1.2,0.64080025
6.8880,0.165,-0.9866,0.0251,1.1,0.63441225
6.8890,0.1679,-0.9866,0.0268,1.1,0.62710561
6.8900,0.1701,-0.9864,0.0288,1.1,0.62015625
6.8950,0.1718,-0.9859,0.0307,1.1,0.61371556
6.9010,0.1723,-0.9864,0.0322,1.2,0.61136761
6.9050,0.1735,-0.9874,0.0327,1.3,0.61027344
6.9100,0.175,-0.9874,0.0329,1.3,0.60762025
6.9150,0.1765,-0.9888,0.0339,1.5,0.60590656
6.9200,0.177,-0.9888,0.0332,1.5,0.60621796
6.9260,0.1794,-0.9898,0.0339,1.7,0.60295225
6.9300,0.1806,-0.9913,0.0349,1.8,0.60186564
6.9340,0.1816,-0.9918,0.0354,1.9,0.60031504
6.9420,0.1823,-0.9927,0.0356,1.1,0.60031504
6.9450,0.1818,-0.9942,0.0373,1.11,0.60078001
6.9500,0.1821,-0.9949,0.0386,1.12,0.59938564
6.9550,0.1821,-0.9957,0.0393,1.13,0.59954049
6.9970,0.1806,-0.9954,0.0405,1.12,0.59954049
7.0000,0.1779,-0.9962,0.041,1.13,0.60419529
7.0000,0.1757,-0.9964,0.0408,1.13,0.60824401
7.0010,0.1726,-0.9959,0.0408,1.12,0.61230625
7.0010,0.1694,-0.9954,0.0398,1.11,0.61811044
7.0010,0.1662,-0.9962,0.0386,1.11,0.62631396
7.0020,0.1633,-0.9947,0.0371,1.9,0.63091249
7.0020,0.1606,-0.9932,0.0359,1.7,0.63473089
7.0020,0.1576,-0.9935,0.0344,1.6,0.64240225
7.0070,0.1559,-0.9922,0.0339,1.5,0.64384576
7.0100,0.1545,-0.9918,0.0322,1.4,0.64818601
7.0150,0.1545,-0.9925,0.0307,1.5,0.65173329
7.0200,0.155,-0.9935,0.0285,1.6,0.6561
7.0250,0.1545,-0.994,0.0263,1.6,0.66129424
7.0300,0.1559,-0.9947,0.0256,1.7,0.66129424
7.0350,0.1579,-0.9954,0.0244,1.8,0.66113161
7.0420,0.1589,-0.9966,0.0229,1.9,0.66389904
7.0450,0.1598,-0.9984,0.0215,1.11,0.66765241
7.0510,0.1618,-0.9986,0.0207,1.12,0.66601921
7.0570,0.163,-0.9988,0.02,1.12,0.66552964
7.0610,0.1628,-10.006,0.0188,1.14,100116401.9
7.0660,0.163,-10.008,0.0178,1.14,100156445.1
7.0700,0.1633,-10.001,0.0176,1.13,100016382.7
7.0760,0.1638,-0.9986,0.018,1.12,0.66716224
7.0810,0.1647,-0.9969,0.019,1.11,0.66129424
7.0850,0.1657,-0.9952,0.0207,1.9,0.65415744
7.0980,0.1674,-0.9935,0.0234,1.8,0.64432729
7.0990,0.1689,-0.9922,0.0271,1.7,0.63393444
7.1030,0.1701,-0.9905,0.0312,1.6,0.62283664
7.1560,0.1718,-0.9893,0.0351,1.5,0.61214976
7.1560,0.1728,-0.9891,0.0383,1.5,0.605284
7.1570,0.174,-0.9888,0.0408,1.5,0.599076
7.1570,0.1752,-0.9898,0.0415,1.6,0.59768361
7.1570,0.1752,-0.9898,0.0413,1.6,0.59799289
7.1570,0.1743,-0.9908,0.04,1.7,0.60295225
7.1580,0.173,-0.992,0.0388,1.8,0.60871204
7.1580,0.1713,-0.9925,0.0369,1.8,0.61512649
7.1580,0.1699,-0.9942,0.0344,1.9,0.62394201
7.1580,0.1679,-0.9942,0.0339,1.9,0.62789776
7.1590,0.1669,-0.9944,0.0325,1.9,0.632025
7.1610,0.1657,-0.9932,0.0327,1.7,0.63170704
7.1660,0.1647,-0.9932,0.0332,1.7,0.63250209
7.1710,0.1638,-0.9942,0.0344,1.8,0.633616
7.1760,0.1628,-0.9935,0.0369,1.7,0.63011844
7.1800,0.1625,-0.9937,0.0383,1.8,0.62869041
7.1850,0.1625,-0.9927,0.04,1.7,0.62441604
7.1900,0.163,-0.9927,0.0395,1.7,0.62441604
7.1960,0.1647,-0.9925,0.0403,1.7,0.62015625
7.2010,0.1647,-0.9918,0.0395,1.6,0.62031376
7.2070,0.166,-0.9915,0.0383,1.6,0.61968384
7.2110,0.1669,-0.9915,0.0347,1.6,0.62394201
7.2160,0.1686,-0.9918,0.0312,1.6,0.627264
7.2200,0.1713,-0.9913,0.0283,1.6,0.62678889
7.2330,0.1721,-0.9898,0.0249,1.5,0.62853184
7.2340,0.1735,-0.9898,0.0229,1.5,0.62948356
7.2350,0.1748,-0.9903,0.022,1.6,0.62964225
7.2930,0.1752,-0.991,0.0222,1.7,0.62980096
7.2950,0.1748,-0.9913,0.0234,1.7,0.62900761
7.2960,0.1745,-0.9913,0.0259,1.7,0.62552281
7.2970,0.1735,-0.9918,0.0273,1.7,0.625681
7.2970,0.1738,-0.9922,0.0293,1.8,0.62267881
7.2980,0.1726,-0.9927,0.0317,1.8,0.62157456
7.2980,0.1711,-0.9925,0.0334,1.8,0.620944
7.2990,0.1701,-0.9935,0.0332,1.8,0.62441604
7.2990,0.1694,-0.9927,0.0332,1.8,0.62425801
7.3000,0.1682,-0.9932,0.0322,1.8,0.62853184
7.3000,0.1684,-0.9937,0.0312,1.8,0.63059481
7.3010,0.1682,-0.9942,0.029,1.9,0.635209
7.3010,0.1674,-0.9949,0.0273,1.9,0.64032004
7.3080,0.1667,-0.9952,0.0256,1.9,0.64464841
7.3120,0.1655,-0.9947,0.0249,1.9,0.64689849
7.3160,0.1647,-0.9947,0.0241,1.9,0.64947481
7.3210,0.164,-0.9942,0.0244,1.8,0.64931364
7.3260,0.163,-0.9927,0.0249,1.6,0.64770304
7.3310,0.164,-0.9915,0.0259,1.5,0.64256256
7.3360,0.1638,-0.9908,0.0271,1.5,0.63984001
7.3630,0.1635,-0.9908,0.0285,1.5,0.63808144
7.3650,0.1635,-0.9918,0.0288,1.6,0.63920025
7.3660,0.163,-0.9913,0.03,1.5,0.63728289
7.3680,0.1628,-0.991,0.0303,1.5,0.63664441
7.3690,0.1618,-0.9908,0.0293,1.4,0.63952009
7.3700,0.1606,-0.991,0.0276,1.4,0.64448784
7.3720,0.1601,-0.9927,0.0263,1.6,0.65011969
7.4080,0.1584,-0.9952,0.0263,1.8,0.65691025
7.4090,0.1572,-0.9969,0.0246,1.1,0.66438801
7.4090,0.1562,-0.9976,0.0234,1.1,0.669124
7.4090,0.1552,-0.9984,0.0215,1.11,0.67519089
7.4100,0.1557,-10.001,0.0198,1.12,100016490.7
7.4100,0.1572,-0.9998,0.0188,1.12,0.67864644
7.4100,0.1576,-0.9988,0.0176,1.11,0.67831696
7.4110,0.1596,-0.9976,0.0168,1.1,0.67436944
7.4160,0.162,-0.9976,0.0176,1.11,0.669124
7.4200,0.1635,-0.9979,0.0195,1.11,0.66406201
7.4260,0.1657,-0.9964,0.0215,1.1,0.65480464
7.4310,0.166,-0.9959,0.0249,1.1,0.648025
7.4360,0.1682,-0.9959,0.0283,1.1,0.63904036
7.4410,0.1696,-0.9942,0.0305,1.9,0.63059481
7.4460,0.1706,-0.992,0.0312,1.7,0.62441604
7.4510,0.1713,-0.9901,0.032,1.5,0.61905424
7.4550,0.1718,-0.9874,0.0317,1.3,0.61449921
7.4610,0.173,-0.9857,0.0295,1.1,0.61340224
7.4650,0.174,-0.9849,0.0268,1.1,0.61481281
7.4700,0.1738,-0.9844,0.0239,1,0.61889689
7.4760,0.1767,-0.9859,0.0205,1.2,0.62204769
7.4800,0.1784,-0.9866,0.0173,1.3,0.62552281
7.4860,0.1811,-0.9883,0.0136,1.5,0.62980096
7.5090,0.184,-0.9888,0.0119,1.6,0.62869041
7.5090,0.1882,-0.9883,0.0102,1.6,0.62394201
7.5090,0.1899,-0.9896,0.0092,1.8,0.62489025
7.5100,0.1926,-0.9905,0.0095,1.9,0.62157456
7.5110,0.1945,-0.9927,0.0107,1.12,0.62015625
7.5160,0.1948,-0.9944,0.0129,1.13,0.61889689
7.5210,0.1931,-0.9971,0.0151,1.16,0.62236321
7.5250,0.1923,-0.9988,0.0185,1.17,0.620944
7.5300,0.1897,-10.006,0.0222,1.19,100115795.5
7.5350,0.1857,-10.013,0.0246,1.19,100255957.6
7.5400,0.1816,-10.013,0.0283,1.18,100255965.6
7.5450,0.1774,-10.020,0.032,1.18,100396203.7
7.5500,0.1721,-10.020,0.0351,1.17,100396247.8
7.5550,0.1682,-10.008,0.0373,1.16,100155950.8
7.5600,0.1657,-10.006,0.0369,1.15,100115981.6
7.5660,0.1633,-0.9996,0.0347,1.13,0.64256256
7.5700,0.1618,-0.9988,0.0305,1.12,0.65044225
7.5760,0.1611,-0.9986,0.0259,1.12,0.65869456
7.5810,0.1603,-0.9981,0.0224,1.11,0.66487716
7.5860,0.1594,-0.9971,0.0185,1.1,0.67108864
7.5920,0.1591,-0.9959,0.0171,1.9,0.67190809
7.5960,0.1584,-0.9949,0.0163,1.8,0.67272804
7.6010,0.1579,-0.994,0.0168,1.7,0.67125249
7.6060,0.1574,-0.9937,0.0193,1.6,0.667489
7.6120,0.1564,-0.9949,0.0227,1.7,0.66552964
7.6160,0.1559,-0.9949,0.0266,1.7,0.65999376
7.6210,0.1552,-0.9954,0.0305,1.8,0.65561409
7.6310,0.1542,-0.9957,0.0344,1.8,0.65141041
7.6320,0.154,-0.9957,0.0371,1.8,0.64738116
7.6360,0.1537,-0.9947,0.0393,1.7,0.64272289
7.6660,0.1535,-0.9944,0.041,1.7,0.63984001
7.6660,0.1533,-0.9932,0.0439,1.6,0.633616
7.6660,0.1535,-0.9935,0.0452,1.6,0.63170704
7.6670,0.1537,-0.9944,0.0452,1.7,0.63282025
7.6670,0.1545,-0.9954,0.0464,1.8,0.63123025
7.6670,0.1542,-0.9964,0.0474,1.9,0.63170704
7.6710,0.1535,-0.9969,0.0476,1.1,0.63329764
7.6750,0.1542,-0.9976,0.0471,1.11,0.63409369
7.6810,0.1545,-0.9974,0.0466,1.1,0.63409369
7.6860,0.1555,-0.9988,0.0464,1.12,0.63504961
7.6910,0.155,-0.9988,0.0461,1.12,0.63632529
7.6970,0.1547,-0.9991,0.0447,1.12,0.63952009
7.7010,0.1547,-0.9981,0.0435,1.11,0.63984001
7.7060,0.155,-0.9966,0.0425,1.1,0.63856081
7.7110,0.1562,-0.9952,0.0408,1.8,0.63712324
7.7160,0.1572,-0.9935,0.0386,1.7,0.63632529
7.7220,0.1576,-0.9915,0.0359,1.5,0.636804
7.7260,0.1584,-0.9886,0.0344,1.2,0.63329764
7.7310,0.1601,-0.9852,0.0332,0.999,0.62710561
7.7370,0.1633,-0.9817,0.0307,0.996,0.62047129
7.7710,0.1664,-0.98,0.0307,0.995,0.61293241
7.7720,0.1696,-0.9798,0.0305,0.995,0.60793209
7.7720,0.1728,-0.9808,0.0317,0.996,0.60264169
7.7730,0.1765,-0.9808,0.0329,0.997,0.59505796
7.7730,0.1799,-0.9808,0.0349,0.998,0.586756
7.7730,0.1826,-0.9827,0.0369,1,0.58247424
7.7730,0.1855,-0.9839,0.0386,1.2,0.57729604
7.7760,0.186,-0.9859,0.0408,1.4,0.57623281
7.7820,0.1862,-0.9876,0.042,1.6,0.57668836
7.7860,0.184,-0.9888,0.0437,1.7,0.57927321
7.7910,0.1821,-0.9925,0.0454,1.1,0.585225
7.7960,0.1784,-0.9952,0.0456,1.12,0.59474944
